glue_id,smiles,mw,clogp,tpsa,cns_mpo_proxy,herg_liability_prob,herg_predicted_active
GLUE0755,O=C1CCC(N2Cc3cccc(NC(=O)Nc4cc(F)ccc4F)c3C2=O)C(=O)N1,414.37,2.37,107.6,3.5,0.5190502320811667,1
GLUE0725,CCCCCCNC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,386.45,2.15,107.6,3.5,0.5253905133872585,1
GLUE1657,O=C1CCC(N2Cc3cccc(NC(=O)C[C@H]4CCc5c(O)cccc5C4)c3C2=O)C(=O)N1,447.49,2.29,115.8,3.5,0.5260548073991413,1
GLUE0858,CCCCCOC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,373.41,2.19,104.8,3.5,0.5268847603341503,1
GLUE1134,CN1C2CCCC1CC(OC(=O)Nc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3)C2,440.5,2.01,108.1,3.5,0.5278795088007716,1
GLUE0057,O=C1CCC(N2Cc3cccc(NC(=O)Nc4ccc(F)cc4)c3C2=O)C(=O)N1,396.38,2.23,107.6,3.5,0.5280557072611483,1
GLUE0430,O=C1CCC(N2Cc3cccc(NC(=O)c4nsc5ccccc45)c3C2=O)C(=O)N1,420.45,2.31,108.5,3.5,0.5294761332332122,1
GLUE0726,CCCCCCOC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,387.44,2.58,104.8,3.5,0.5352513336301353,1
GLUE1132,CN1C2CCCC1CC(CC(=O)Nc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3)C2,438.53,2.04,98.8,3.5,0.54391299774715,1
GLUE0821,O=C1CCC(N2Cc3cccc(NC(=O)Oc4ccc(F)c(Cl)c4)c3C2=O)C(=O)N1,431.81,2.85,104.8,3.5,0.5441820361951086,1
GLUE2051,N#Cc1cc(Cl)cc(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c1,422.83,2.22,119.4,3.5,0.5476277168276916,1
GLUE0237,O=C1CCC(N2Cc3cccc(NS(=O)(=O)c4cccc5ccccc45)c3C2=O)C(=O)N1,449.49,2.4,112.7,3.5,0.5648264986512657,1
GLUE2115,O=C1CCC(N2Cc3cccc(NS(=O)(=O)c4ccc5ccccc5c4)c3C2=O)C(=O)N1,449.49,2.4,112.7,3.5,0.5657572179110287,1
GLUE0736,O=C1CCC(N2Cc3cccc(NC(=O)Oc4ccc(Cl)cn4)c3C2=O)C(=O)N1,414.81,2.11,117.7,3.5,0.572541461864416,1
GLUE2053,N#Cc1cc(Cl)cc(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c1,436.86,2.15,119.4,3.5,0.5739571907537011,1
GLUE0337,O=C1CCC(N2Cc3cccc(NC(=O)Cc4cccc(Cl)c4)c3C2=O)C(=O)N1,411.85,2.28,95.6,3.5,0.5775630209640078,1
GLUE0338,O=C1CCC(N2Cc3cccc(NC(=O)Nc4cccc(Cl)c4)c3C2=O)C(=O)N1,412.83,2.75,107.6,3.5,0.5789700433079275,1
GLUE1430,O=C1CCC(N2Cc3cccc(NC(=O)Cc4cc(Cl)cc(Cl)c4)c3C2=O)C(=O)N1,446.29,2.94,95.6,3.5,0.5835340827998026,1
GLUE0062,O=C1CCC(N2Cc3cccc(NC(=O)Nc4ccc(Cl)cc4)c3C2=O)C(=O)N1,412.83,2.75,107.6,3.5,0.6126033573687982,1
GLUE2131,O=C1CCC(N2Cc3cccc(NC(=O)Cc4ccc(Cl)cc4Cl)c3C2=O)C(=O)N1,446.29,2.94,95.6,3.5,0.6172344766451473,1
GLUE0063,O=C1CCC(N2Cc3cccc(NC(=O)Oc4ccc(Cl)cc4)c3C2=O)C(=O)N1,413.82,2.71,104.8,3.5,0.618404093897269,1
GLUE0061,O=C1CCC(N2Cc3cccc(NC(=O)Cc4ccc(Cl)cc4)c3C2=O)C(=O)N1,411.85,2.28,95.6,3.5,0.6231563077689523,1
GLUE0059,O=C1CCC(N2Cc3cccc(NC(=O)c4ccc(Cl)cc4)c3C2=O)C(=O)N1,397.82,2.35,95.6,3.5,0.625097373449527,1
GLUE0339,O=C1CCC(N2Cc3cccc(NC(=O)Oc4cccc(Cl)c4)c3C2=O)C(=O)N1,413.82,2.71,104.8,3.5,0.6307091473647066,1
GLUE0311,O=C1CCC(N2Cc3cccc(NC(=O)c4ccnc5cc(Cl)ccc45)c3C2=O)C(=O)N1,448.87,2.9,108.5,3.5,0.654142420297057,1
GLUE2583,O=C1CCC(N2Cc3cccc(NC(=O)c4cc(Cl)ccc4O)c3C2=O)C(=O)N1,413.82,2.06,115.8,3.5,0.658136459063314,1
