glue_id,smiles,inchikey,linker,source_fragment,mw,clogp,tpsa,hbd,hba,rtb,aromatic_rings,fsp3,qed,pka_basic_est,cns_mpo_proxy,cns_mpo_wager_approx,gate_mw_lt450,gate_clogp_2_4,gate_tpsa_lt90,gate_mpo_ge4,gate_pains_free,gate_anchor,gate_tpsa_lt120_fb,gate_mpo_ge3p5_fb,passes_all_gates,passes_fallback
GLUE0821,O=C1CCC(N2Cc3cccc(NC(=O)Oc4ccc(F)c(Cl)c4)c3C2=O)C(=O)N1,DQDTYZXJZORAQT-UHFFFAOYSA-N,carbamate,*c1ccc(F)c(Cl)c1,431.81,2.85,104.8,2,5,3,2,0.2,0.727,5.0,3.5,4.32,True,True,False,False,True,True,True,True,False,True
GLUE0822,Cc1ncc(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c(N)n1,AFTLBFHBPPEJRW-UHFFFAOYSA-N,amide,*c1cnc(C)nc1N,394.39,0.38,147.4,3,7,3,2,0.263,0.638,4.5,3.0,3.92,True,False,False,False,True,True,False,False,False,False
GLUE0823,Cc1ncc(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c(N)n1,AYYVEKDPXROSAU-UHFFFAOYSA-N,sulfonamide,*c1cnc(C)nc1N,430.45,-0.07,164.4,3,8,4,2,0.278,0.567,4.5,3.0,3.66,True,False,False,False,True,True,False,False,False,False
GLUE0824,Cc1ncc(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c(N)n1,SVXZFHIUTDQJMQ-UHFFFAOYSA-N,acetamide,*c1cnc(C)nc1N,408.42,0.31,147.4,3,7,4,2,0.3,0.617,4.5,3.0,3.82,True,False,False,False,True,True,False,False,False,False
GLUE0825,Cc1ncc(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c(N)n1,YUGZCVIIMFUABK-UHFFFAOYSA-N,urea,*c1cnc(C)nc1N,409.41,0.77,159.4,4,7,3,2,0.263,0.545,4.5,2.5,3.65,True,False,False,False,True,True,False,False,False,False
GLUE0826,Cc1ncc(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c(N)n1,NZOHQHXIXCBCFB-UHFFFAOYSA-N,carbamate,*c1cnc(C)nc1N,410.39,0.74,156.6,3,8,3,2,0.263,0.625,4.5,3.0,3.81,True,False,False,False,True,True,False,False,False,False
GLUE0827,CC(C)CCS(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,SAQMPHRNQGWAJU-UHFFFAOYSA-N,sulfonamide,*CCC(C)C,393.47,1.24,112.7,2,5,6,1,0.5,0.706,5.0,3.5,4.51,True,False,False,False,True,True,True,True,False,False
GLUE0828,CC(C)CCCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,HFFRYFCJCBGRPI-UHFFFAOYSA-N,acetamide,*CCC(C)C,371.44,2.21,95.6,2,4,6,1,0.5,0.75,5.0,3.5,5.23,True,True,False,False,True,True,True,True,False,True
GLUE0829,CC(C)CCNC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,ARLPAZVIWZZFPW-UHFFFAOYSA-N,urea,*CCC(C)C,372.43,1.62,107.6,3,4,5,1,0.474,0.683,5.0,3.5,4.49,True,False,False,False,True,True,True,True,False,False
GLUE0830,CC(C)CCOC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,LXYDFIGVXINXRU-UHFFFAOYSA-N,carbamate,*CCC(C)C,373.41,2.04,104.8,2,5,5,1,0.474,0.769,5.0,3.5,4.91,True,True,False,False,True,True,True,True,False,True
GLUE0831,CC(O)CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,WUYRIAOCBXOWJO-UHFFFAOYSA-N,amide,*CC(C)O,345.36,0.16,115.8,3,5,4,1,0.412,0.672,5.0,4.0,4.31,True,False,False,True,True,True,True,True,False,False
GLUE0832,CC(O)CS(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,FAVDDJWCVAPRJI-UHFFFAOYSA-N,sulfonamide,*CC(C)O,381.41,-0.43,132.9,3,6,5,1,0.438,0.593,5.0,3.0,4.01,True,False,False,False,True,True,False,False,False,False
GLUE0833,CC(O)CCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,UUABEGYNYSOJCJ-UHFFFAOYSA-N,acetamide,*CC(C)O,359.38,0.55,115.8,3,5,5,1,0.444,0.664,5.0,4.0,4.31,True,False,False,True,True,True,True,True,False,False
GLUE0834,CC(O)CNC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,WZUICFOUPLZDBL-UHFFFAOYSA-N,urea,*CC(C)O,360.37,-0.05,127.8,4,5,4,1,0.412,0.56,5.0,2.5,4.0,True,False,False,False,True,True,False,False,False,False
GLUE0835,CC(O)COC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,LRUJONVZNWVMME-UHFFFAOYSA-N,carbamate,*CC(C)O,361.35,0.38,125.0,3,6,4,1,0.412,0.666,5.0,3.0,4.16,True,False,False,False,True,True,False,False,False,False
GLUE0836,O=C1CCC(N2Cc3cccc(NC(=O)O/N=C(\Cl)c4ccc[n+]([O-])c4)c3C2=O)C(=O)N1,CIRZLELQYYIRBS-ULJHMMPZSA-N,amide,*O/N=C(\Cl)c1ccc[n+]([O-])c1,457.83,1.23,144.1,2,7,4,2,0.2,0.176,5.0,3.0,3.8,False,False,False,False,True,True,False,False,False,False
GLUE0837,O=C1CCC(N2Cc3cccc(NS(=O)(=O)O/N=C(\Cl)c4ccc[n+]([O-])c4)c3C2=O)C(=O)N1,KBGWDEFHGUIXAX-XLNRJJMWSA-N,sulfonamide,*O/N=C(\Cl)c1ccc[n+]([O-])c1,493.89,0.35,161.2,2,8,6,2,0.211,0.193,5.0,3.0,3.54,False,False,False,False,True,True,False,False,False,False
GLUE0838,O=C1CCC(N2Cc3cccc(NC(=O)CO/N=C(\Cl)c4ccc[n+]([O-])c4)c3C2=O)C(=O)N1,KRAACPXNLFNXPH-PLRJNAJWSA-N,acetamide,*O/N=C(\Cl)c1ccc[n+]([O-])c1,471.86,0.64,144.1,2,7,6,2,0.238,0.208,5.0,3.0,3.7,False,False,False,False,True,True,False,False,False,False
GLUE0839,O=C1CCC(N2Cc3cccc(NC(=O)NO/N=C(\Cl)c4ccc[n+]([O-])c4)c3C2=O)C(=O)N1,JPVLYGNFFUEFHF-ULJHMMPZSA-N,urea,*O/N=C(\Cl)c1ccc[n+]([O-])c1,472.85,0.73,156.1,3,7,5,2,0.2,0.191,5.0,3.0,3.36,False,False,False,False,True,True,False,False,False,False
GLUE0840,O=C1CCC(N2Cc3cccc(NC(=O)OO/N=C(\Cl)c4ccc[n+]([O-])c4)c3C2=O)C(=O)N1,BZSUCRZPKNZKNJ-ULJHMMPZSA-N,carbamate,*O/N=C(\Cl)c1ccc[n+]([O-])c1,473.83,1.16,153.3,2,8,5,2,0.2,0.165,5.0,3.0,3.69,False,False,False,False,True,True,False,False,False,False
GLUE0841,CN1CCC[C@@H]1C(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,BZPCYPGQXWPMEX-KWCCSABGSA-N,amide,*[C@H]1CCCN1C,370.41,0.48,98.8,2,5,3,1,0.474,0.754,9.5,3.5,4.38,True,False,False,False,True,True,True,True,False,False
GLUE0842,CN1CCC[C@@H]1S(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,NCQSUMNLROCSHV-WUJWULDRSA-N,sulfonamide,*[C@H]1CCCN1C,406.46,0.24,115.9,2,6,4,1,0.5,0.692,9.5,3.5,3.56,True,False,False,False,True,True,True,True,False,False
GLUE0843,CN1CCC[C@@H]1CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,AKWMUSOJRKSJKK-AFYYWNPRSA-N,acetamide,*[C@H]1CCCN1C,384.44,0.87,98.8,2,5,4,1,0.5,0.751,9.5,3.5,4.28,True,False,False,False,True,True,True,True,False,False
GLUE0844,CN1CCC[C@@H]1NC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,JSSFRXJQRDLOBT-ARLHGKGLSA-N,urea,*[C@H]1CCCN1C,385.42,0.62,110.8,3,5,3,1,0.474,0.661,9.5,3.5,3.54,True,False,False,False,True,True,True,True,False,False
GLUE0845,CN1CCC[C@@H]1OC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,AJRRMPUPABLRFF-WUJWULDRSA-N,carbamate,*[C@H]1CCCN1C,386.41,1.05,108.1,2,6,3,1,0.474,0.752,9.5,3.5,3.96,True,False,False,False,True,True,True,True,False,False
GLUE0846,O=C1CCC(N2Cc3cccc(NC(=O)n4ccnc4)c3C2=O)C(=O)N1,NALDMBQWAZOXCW-UHFFFAOYSA-N,amide,*n1ccnc1,353.34,0.72,113.4,2,5,2,2,0.235,0.773,5.0,4.0,4.72,True,False,False,True,True,True,True,True,False,False
GLUE0847,O=C1CCC(N2Cc3cccc(NS(=O)(=O)n4ccnc4)c3C2=O)C(=O)N1,LTRNCDKAGXKYJJ-UHFFFAOYSA-N,sulfonamide,*n1ccnc1,389.39,-0.15,130.5,2,6,4,2,0.25,0.7,5.0,3.0,4.29,True,False,False,False,True,True,False,False,False,False
GLUE0848,O=C1CCC(N2Cc3cccc(NC(=O)Cn4ccnc4)c3C2=O)C(=O)N1,QACZZYTUIJRRTQ-UHFFFAOYSA-N,acetamide,*n1ccnc1,367.37,0.28,113.4,2,5,4,2,0.278,0.754,5.0,3.5,4.67,True,False,False,False,True,True,True,True,False,False
GLUE0849,O=C1CCC(N2Cc3cccc(NC(=O)Nn4ccnc4)c3C2=O)C(=O)N1,KZGJOHNTARWRRF-UHFFFAOYSA-N,urea,*n1ccnc1,368.35,0.42,125.4,3,5,3,2,0.235,0.677,5.0,3.0,4.11,True,False,False,False,True,True,False,False,False,False
GLUE0850,O=C1CCC(N2Cc3cccc(NC(=O)On4ccnc4)c3C2=O)C(=O)N1,NSNJSACDWIZSDM-UHFFFAOYSA-N,carbamate,*n1ccnc1,369.34,0.3,122.6,2,6,3,2,0.235,0.751,5.0,3.0,4.43,True,False,False,False,True,True,False,False,False,False
GLUE0851,CC(C)(C)[C@@](C)(O)C(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,WBEOYBNBSTZQEI-JDOQCHFPSA-N,amide,*[C@](C)(O)C(C)(C)C,387.44,1.18,115.8,3,5,3,1,0.5,0.674,5.0,3.5,4.11,True,False,False,False,True,True,True,True,False,False
GLUE0852,CC(C)(C)[C@@](C)(O)S(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,KBWWPIBYCOZIEB-YFKXAPIDSA-N,sulfonamide,*[C@](C)(O)C(C)(C)C,423.49,0.94,132.9,3,6,4,1,0.526,0.618,5.0,3.0,3.71,True,False,False,False,True,True,False,False,False,False
GLUE0853,CC(C)(C)[C@@](C)(O)CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,QCMVHJWZCZHNOZ-YNNZGITBSA-N,acetamide,*[C@](C)(O)C(C)(C)C,401.46,1.57,115.8,3,5,4,1,0.524,0.663,5.0,3.5,4.01,True,False,False,False,True,True,True,True,False,False
GLUE0854,CC(C)(C)[C@@](C)(O)NC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,RWZFSTHANKHYDY-LCNBYPMKSA-N,urea,*[C@](C)(O)C(C)(C)C,402.45,1.32,127.8,4,5,3,1,0.5,0.448,5.0,2.5,3.7,True,False,False,False,True,True,False,False,False,False
GLUE0855,CC(C)(C)[C@@](C)(O)OC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,HOBWZRRXZZXSQK-JDOQCHFPSA-N,carbamate,*[C@](C)(O)C(C)(C)C,403.44,1.75,125.0,3,6,3,1,0.5,0.522,5.0,3.0,3.86,True,False,False,False,True,True,False,False,False,False
GLUE0856,CCCCCS(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,FUDDQGHWIOQLCZ-UHFFFAOYSA-N,sulfonamide,*CCCCC,393.47,1.38,112.7,2,5,7,1,0.5,0.537,5.0,3.5,4.51,True,False,False,False,True,True,True,True,False,False
GLUE0857,CCCCCNC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,BHTRKVJGTFRLID-UHFFFAOYSA-N,urea,*CCCCC,372.43,1.76,107.6,3,4,6,1,0.474,0.522,5.0,3.5,4.49,True,False,False,False,True,True,True,True,False,False
GLUE0858,CCCCCOC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,CKHIZYUSUZNILC-UHFFFAOYSA-N,carbamate,*CCCCC,373.41,2.19,104.8,2,5,6,1,0.474,0.587,5.0,3.5,4.91,True,True,False,False,True,True,True,True,False,True
GLUE0859,C[N+]1(C)CCC(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C1,XHCYUAWPFYDQKE-UHFFFAOYSA-O,amide,*C1CC[N+](C)(C)C1,385.44,0.48,95.6,2,4,3,1,0.5,0.585,5.0,3.5,5.13,True,False,False,False,True,True,True,True,False,False
GLUE0860,C[N+]1(C)CCC(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C1,KCQNNTBGFHYSFO-UHFFFAOYSA-O,sulfonamide,*C1CC[N+](C)(C)C1,421.5,0.04,112.7,2,5,4,1,0.526,0.527,5.0,3.5,4.31,True,False,False,False,True,True,True,True,False,False
GLUE0861,C[N+]1(C)CCC(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C1,UUGSHOILFVLPSF-UHFFFAOYSA-O,acetamide,*C1CC[N+](C)(C)C1,399.47,0.87,95.6,2,4,4,1,0.524,0.58,5.0,3.5,5.03,True,False,False,False,True,True,True,True,False,False
GLUE0862,C[N+]1(C)CCC(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C1,POGAXQYGSDPUBU-UHFFFAOYSA-O,urea,*C1CC[N+](C)(C)C1,400.46,0.42,107.6,3,4,3,1,0.5,0.505,5.0,3.5,4.29,True,False,False,False,True,True,True,True,False,False
GLUE0863,C[N+]1(C)CCC(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C1,VUHLXTLMCZOCRY-UHFFFAOYSA-O,carbamate,*C1CC[N+](C)(C)C1,401.44,0.84,104.8,2,5,3,1,0.5,0.577,5.0,3.5,4.71,True,False,False,False,True,True,True,True,False,False
GLUE0864,O=C1CCC(N2Cc3cccc(NC(=O)c4c(O)c5ccccc5oc4=O)c3C2=O)C(=O)N1,RXZQNPDKMPLCLL-UHFFFAOYSA-N,amide,*c1c(O)c2ccccc2oc1=O,447.4,1.51,146.0,3,7,3,3,0.174,0.407,5.0,3.0,3.54,True,False,False,False,True,True,False,False,False,False
GLUE0865,O=C1CCC(N2Cc3cccc(NS(=O)(=O)c4c(O)c5ccccc5oc4=O)c3C2=O)C(=O)N1,STAQPWBHTWGOKC-UHFFFAOYSA-N,sulfonamide,*c1c(O)c2ccccc2oc1=O,483.46,1.06,163.1,3,8,4,3,0.182,0.366,5.0,3.0,3.28,False,False,False,False,True,True,False,False,False,False
GLUE0866,O=C1CCC(N2Cc3cccc(NC(=O)Cc4c(O)c5ccccc5oc4=O)c3C2=O)C(=O)N1,NELJRMTUCRPUIH-UHFFFAOYSA-N,acetamide,*c1c(O)c2ccccc2oc1=O,461.43,1.44,146.0,3,7,4,3,0.208,0.394,5.0,3.0,3.44,False,False,False,False,True,True,False,False,False,False
GLUE0867,O=C1CCC(N2Cc3cccc(NC(=O)Nc4c(O)c5ccccc5oc4=O)c3C2=O)C(=O)N1,JHOQXICUNQBXEE-UHFFFAOYSA-N,urea,*c1c(O)c2ccccc2oc1=O,462.42,1.9,158.0,4,7,3,3,0.174,0.342,5.0,2.5,3.27,False,False,False,False,True,True,False,False,False,False
GLUE0868,O=C1CCC(N2Cc3cccc(NC(=O)Oc4c(O)c5ccccc5oc4=O)c3C2=O)C(=O)N1,HSLVXYXFGZGKLA-UHFFFAOYSA-N,carbamate,*c1c(O)c2ccccc2oc1=O,463.4,1.87,155.2,3,8,3,3,0.174,0.393,5.0,3.0,3.43,False,False,False,False,True,True,False,False,False,False
GLUE0869,CC(C)(C)CS(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,SMTKXXQCSMOVII-UHFFFAOYSA-N,sulfonamide,*CC(C)(C)C,393.47,1.24,112.7,2,5,4,1,0.5,0.747,5.0,3.5,4.51,True,False,False,False,True,True,True,True,False,False
GLUE0870,CC(C)(C)CCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,RYTQLMIGYNFGMS-UHFFFAOYSA-N,acetamide,*CC(C)(C)C,371.44,2.21,95.6,2,4,4,1,0.5,0.793,5.0,3.5,5.23,True,True,False,False,True,True,True,True,False,True
GLUE0871,CC(C)(C)CNC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,NEUDLSYGUGEVDK-UHFFFAOYSA-N,urea,*CC(C)(C)C,372.43,1.62,107.6,3,4,3,1,0.474,0.701,5.0,3.5,4.49,True,False,False,False,True,True,True,True,False,False
GLUE0872,CC(C)(C)COC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,JZXFEIFFQOEAPZ-UHFFFAOYSA-N,carbamate,*CC(C)(C)C,373.41,2.04,104.8,2,5,3,1,0.474,0.789,5.0,3.5,4.91,True,True,False,False,True,True,True,True,False,True
GLUE0873,NNCCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,OILDZZCVUSEYKN-UHFFFAOYSA-N,amide,*CCNN,345.36,-0.76,133.6,4,6,5,1,0.375,0.315,9.0,3.0,3.5,True,False,False,False,True,True,False,False,False,False
GLUE0874,NNCCS(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,DIODSHSXVDEGSS-UHFFFAOYSA-N,sulfonamide,*CCNN,381.41,-1.35,150.7,4,7,6,1,0.4,0.27,9.0,2.5,3.35,True,False,False,False,True,True,False,False,False,False
GLUE0875,NNCCCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,GBCGJABFGHGFHH-UHFFFAOYSA-N,acetamide,*CCNN,359.39,-0.37,133.6,4,6,6,1,0.412,0.237,9.0,3.0,3.5,True,False,False,False,True,True,False,False,False,False
GLUE0876,NNCCNC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,LPCYLNAFCUTIFR-UHFFFAOYSA-N,urea,*CCNN,360.37,-0.97,145.7,5,6,5,1,0.375,0.198,9.0,2.5,3.5,True,False,False,False,True,True,False,False,False,False
GLUE0877,NNCCOC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,XPFMTCWGTGSFAH-UHFFFAOYSA-N,carbamate,*CCNN,361.36,-0.54,142.9,4,7,5,1,0.375,0.239,9.0,2.5,3.49,True,False,False,False,True,True,False,False,False,False
GLUE0878,CCCCCCCCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,LDWFSCKYSBFTKR-UHFFFAOYSA-N,amide,*CCCCCCCC,399.49,3.14,95.6,2,4,9,1,0.545,0.493,5.0,2.5,4.65,True,True,False,False,True,True,True,False,False,False
GLUE0879,CCCCCCCCS(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,YZYFTLVBROZODG-UHFFFAOYSA-N,sulfonamide,*CCCCCCCC,435.55,2.55,112.7,2,5,10,1,0.571,0.433,5.0,3.0,4.18,True,True,False,False,True,True,True,False,False,False
GLUE0880,CCCCCCCCCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,WSCGOKGNLNEGKU-UHFFFAOYSA-N,acetamide,*CCCCCCCC,413.52,3.53,95.6,2,4,10,1,0.565,0.453,5.0,2.5,4.15,True,True,False,False,True,True,True,False,False,False
GLUE0881,CCCCCCCCNC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,YDWRETGZJAGIMH-UHFFFAOYSA-N,urea,*CCCCCCCC,414.51,2.93,107.6,3,4,9,1,0.545,0.426,5.0,3.0,3.98,True,True,False,False,True,True,True,False,False,False
GLUE0882,CCCCCCCCOC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,RZRBPJSGGDMJJO-UHFFFAOYSA-N,carbamate,*CCCCCCCC,415.49,3.36,104.8,2,5,9,1,0.545,0.475,5.0,2.5,4.0,True,True,False,False,True,True,True,False,False,False
GLUE0883,O=C1CCC(N2Cc3cccc(NC(=O)OS(=O)(=O)[O-])c3C2=O)C(=O)N1,QHQJNPYNKAOYGN-UHFFFAOYSA-M,amide,*OS(=O)(=O)[O-],382.33,-0.54,162.0,2,8,3,1,0.286,0.4,5.0,3.0,4.34,True,False,False,False,True,True,False,False,False,False
GLUE0884,O=C1CCC(N2Cc3cccc(NS(=O)(=O)OS(=O)(=O)[O-])c3C2=O)C(=O)N1,HODUSYQWYMIRSC-UHFFFAOYSA-M,sulfonamide,*OS(=O)(=O)[O-],418.39,-1.42,179.1,2,9,5,1,0.308,0.33,5.0,3.0,4.08,True,False,False,False,True,True,False,False,False,False
GLUE0885,O=C1CCC(N2Cc3cccc(NC(=O)COS(=O)(=O)[O-])c3C2=O)C(=O)N1,HJBOXLKNHXJMEM-UHFFFAOYSA-M,acetamide,*OS(=O)(=O)[O-],396.36,-1.14,162.0,2,8,5,1,0.333,0.359,5.0,3.0,4.24,True,False,False,False,True,True,False,False,False,False
GLUE0886,O=C1CCC(N2Cc3cccc(NC(=O)NOS(=O)(=O)[O-])c3C2=O)C(=O)N1,YQZDFNPFSQJCAV-UHFFFAOYSA-M,urea,*OS(=O)(=O)[O-],397.35,-1.04,174.0,3,8,4,1,0.286,0.25,5.0,3.0,3.9,True,False,False,False,True,True,False,False,False,False
GLUE0887,O=C1CCC(N2Cc3cccc(NC(=O)OOS(=O)(=O)[O-])c3C2=O)C(=O)N1,NPVLSVKITKASBY-UHFFFAOYSA-M,carbamate,*OS(=O)(=O)[O-],398.33,-0.61,171.2,2,9,4,1,0.286,0.221,5.0,3.0,4.23,True,False,False,False,True,True,False,False,False,False
GLUE0888,N#Cc1ccc(F)cc1C(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,DHBHIIMDXNQBFH-UHFFFAOYSA-N,amide,*c1cc(F)ccc1C#N,406.37,1.71,119.4,2,5,3,2,0.19,0.752,5.0,3.5,4.19,True,False,False,False,True,True,True,True,False,False
GLUE0889,N#Cc1ccc(F)cc1S(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,FOOYOKRXKBZAAQ-UHFFFAOYSA-N,sulfonamide,*c1cc(F)ccc1C#N,442.43,1.26,136.4,2,6,4,2,0.2,0.684,5.0,3.0,3.91,True,False,False,False,True,True,False,False,False,False
GLUE0890,N#Cc1ccc(F)cc1CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,KHHLSTCUVUWEEI-UHFFFAOYSA-N,acetamide,*c1cc(F)ccc1C#N,420.4,1.64,119.4,2,5,4,2,0.227,0.729,5.0,3.5,4.09,True,False,False,False,True,True,True,True,False,False
GLUE0891,N#Cc1ccc(F)cc1NC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,CLOURYLMEYXPDP-UHFFFAOYSA-N,urea,*c1cc(F)ccc1C#N,421.39,2.1,131.4,3,5,3,2,0.19,0.653,5.0,3.0,3.73,True,True,False,False,True,True,False,False,False,False
GLUE0892,N#Cc1ccc(F)cc1OC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,QVEYLLZFYYKUBO-UHFFFAOYSA-N,carbamate,*c1cc(F)ccc1C#N,422.37,2.07,128.6,2,6,3,2,0.19,0.729,5.0,3.0,4.05,True,True,False,False,True,True,False,False,False,False
GLUE0893,NC(CO)(CO)CCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,QWPSSLKTVUUJEV-UHFFFAOYSA-N,amide,*CCC(N)(CO)CO,404.42,-1.15,162.1,5,7,7,1,0.474,0.358,9.0,2.5,3.18,True,False,False,False,True,True,False,False,False,False
GLUE0894,NC(CO)(CO)CCS(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,LVCZBNYJDZWAIB-UHFFFAOYSA-N,sulfonamide,*CCC(N)(CO)CO,440.48,-1.74,179.1,5,8,8,1,0.5,0.296,9.0,2.5,2.93,True,False,False,False,True,True,False,False,False,False
GLUE0895,NC(CO)(CO)CCCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,KZSOHFUUMFXWIA-UHFFFAOYSA-N,acetamide,*CCC(N)(CO)CO,418.45,-0.76,162.1,5,7,8,1,0.5,0.347,9.0,2.5,3.08,True,False,False,False,True,True,False,False,False,False
GLUE0896,NC(CO)(CO)CCNC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,KWNAKWXXERMFIE-UHFFFAOYSA-N,urea,*CCC(N)(CO)CO,419.44,-1.36,174.1,6,7,7,1,0.474,0.296,9.0,2.5,3.08,True,False,False,False,True,True,False,False,False,False
GLUE0897,NC(CO)(CO)CCOC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,XJZDNHCRUGSLBH-UHFFFAOYSA-N,carbamate,*CCC(N)(CO)CO,420.42,-0.93,171.3,5,8,7,1,0.474,0.352,9.0,2.5,3.07,True,False,False,False,True,True,False,False,False,False
GLUE0898,CCCCC(CC)CCC(CC(C)C)C(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,ZBNMTLXXZWEISP-UHFFFAOYSA-N,amide,*C(CCC(CC)CCCC)CC(C)C,483.65,5.05,95.6,2,4,12,1,0.643,0.407,5.0,1.5,2.43,False,False,False,False,True,True,True,False,False,False
GLUE0899,CCCCC(CC)CCC(CC(C)C)S(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,UKKZDXVJLCDGRN-UHFFFAOYSA-N,sulfonamide,*C(CCC(CC)CCCC)CC(C)C,519.71,4.6,112.7,2,5,13,1,0.667,0.37,5.0,1.5,1.94,False,False,False,False,True,True,True,False,False,False
GLUE0900,CCCCC(CC)CCC(CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2)CC(C)C,UZBXNXHYMXGBBP-UHFFFAOYSA-N,acetamide,*C(CCC(CC)CCCC)CC(C)C,497.68,5.44,95.6,2,4,13,1,0.655,0.355,5.0,1.5,2.33,False,False,False,False,True,True,True,False,False,False
GLUE0901,CCCCC(CC)CCC(CC(C)C)NC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,CDMFCJSSPBKKRO-UHFFFAOYSA-N,urea,*C(CCC(CC)CCCC)CC(C)C,498.67,4.98,107.6,3,4,12,1,0.643,0.353,5.0,2.0,1.6,False,False,False,False,True,True,True,False,False,False
GLUE0902,CCCCC(CC)CCC(CC(C)C)OC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,YMBJEAODKZAXOC-UHFFFAOYSA-N,carbamate,*C(CCC(CC)CCCC)CC(C)C,499.65,5.41,104.8,2,5,12,1,0.643,0.374,5.0,1.5,2.01,False,False,False,False,True,True,True,False,False,False
