glue_id,smiles,inchikey,linker,source_fragment,mw
GLUE0763,Cc1c(Cl)ccc2[nH]c(S(=O)(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)nc12,XVPOLTVBQOYQCI-UHFFFAOYSA-N,sulfonamide,*c1nc2c(C)c(Cl)ccc2[nH]1,487.93
GLUE0764,Cc1c(Cl)ccc2[nH]c(CC(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)nc12,RUDVZIQCGYUONB-UHFFFAOYSA-N,acetamide,*c1nc2c(C)c(Cl)ccc2[nH]1,465.9
GLUE0765,Cc1c(Cl)ccc2[nH]c(NC(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)nc12,SRSHGVOPQLBSAT-UHFFFAOYSA-N,urea,*c1nc2c(C)c(Cl)ccc2[nH]1,466.89
GLUE0766,Cc1c(Cl)ccc2[nH]c(OC(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)nc12,CAOHIUMFFXRBES-UHFFFAOYSA-N,carbamate,*c1nc2c(C)c(Cl)ccc2[nH]1,467.87
GLUE0767,CC(C(=O)[O-])C(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,IZBCUVLOQVFBHC-UHFFFAOYSA-M,amide,*C(C)C(=O)[O-],358.33
GLUE0768,CC(C(=O)[O-])S(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,TWTRVVAFSBKWRC-UHFFFAOYSA-M,sulfonamide,*C(C)C(=O)[O-],394.39
GLUE0769,CC(CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2)C(=O)[O-],SORDLDIFRFWGKB-UHFFFAOYSA-M,acetamide,*C(C)C(=O)[O-],372.36
GLUE0770,CC(NC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2)C(=O)[O-],JFQYWFSNSWXXIQ-UHFFFAOYSA-M,urea,*C(C)C(=O)[O-],373.35
GLUE0771,CC(OC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2)C(=O)[O-],MCHYNMDUZMLDJU-UHFFFAOYSA-M,carbamate,*C(C)C(=O)[O-],374.33
GLUE0772,NCCCC[C@H](N)C(=O)C(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,USDJSVQXIXAJPQ-NBFOIZRFSA-N,amide,*C(=O)[C@@H](N)CCCCN,415.45
GLUE0773,NCCCC[C@H](N)C(=O)S(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,ANDLNHFKZPTIQV-NBFOIZRFSA-N,sulfonamide,*C(=O)[C@@H](N)CCCCN,451.51
GLUE0774,NCCCC[C@H](N)C(=O)CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,UXYRRFZCZDONEV-CFMCSPIPSA-N,acetamide,*C(=O)[C@@H](N)CCCCN,429.48
GLUE0775,NCCCC[C@H](N)C(=O)NC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,LZTQFUMJYXQNBH-NBFOIZRFSA-N,urea,*C(=O)[C@@H](N)CCCCN,430.47
GLUE0776,NCCCC[C@H](N)C(=O)OC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,IQICQPOVMSFQKN-NBFOIZRFSA-N,carbamate,*C(=O)[C@@H](N)CCCCN,431.45
GLUE0777,O=C1CCC(N2Cc3cccc(NC(=O)CC(Cl)(Cl)Cl)c3C2=O)C(=O)N1,YFZSZDNSJXTJGD-UHFFFAOYSA-N,amide,*CC(Cl)(Cl)Cl,418.66
GLUE0778,O=C1CCC(N2Cc3cccc(NS(=O)(=O)CC(Cl)(Cl)Cl)c3C2=O)C(=O)N1,PQVYBXQUVLVBOT-UHFFFAOYSA-N,sulfonamide,*CC(Cl)(Cl)Cl,454.72
GLUE0779,O=C1CCC(N2Cc3cccc(NC(=O)CCC(Cl)(Cl)Cl)c3C2=O)C(=O)N1,IBVDOSFTTDFYMJ-UHFFFAOYSA-N,acetamide,*CC(Cl)(Cl)Cl,432.69
GLUE0780,O=C1CCC(N2Cc3cccc(NC(=O)NCC(Cl)(Cl)Cl)c3C2=O)C(=O)N1,JHWGHCZZCAGIFG-UHFFFAOYSA-N,urea,*CC(Cl)(Cl)Cl,433.68
GLUE0781,O=C1CCC(N2Cc3cccc(NC(=O)OCC(Cl)(Cl)Cl)c3C2=O)C(=O)N1,KFSFANYVQPWBAZ-UHFFFAOYSA-N,carbamate,*CC(Cl)(Cl)Cl,434.66
GLUE0782,CCC#CC(C)C(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,WQQZINBGVMHISW-UHFFFAOYSA-N,amide,*C(C)C#CCC,367.41
GLUE0783,CCC#CC(C)S(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,SBBPFKNWBXOVGE-UHFFFAOYSA-N,sulfonamide,*C(C)C#CCC,403.46
GLUE0784,CCC#CC(C)CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,VEYMGXCGMCPZNI-UHFFFAOYSA-N,acetamide,*C(C)C#CCC,381.43
GLUE0785,CCC#CC(C)NC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,PHECTGZDKWADRD-UHFFFAOYSA-N,urea,*C(C)C#CCC,382.42
GLUE0786,CCC#CC(C)OC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,BUINHMNSVBZWDJ-UHFFFAOYSA-N,carbamate,*C(C)C#CCC,383.4
GLUE0787,Nc1ccc(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c(Cl)c1,MQDUCLOPRVMUDD-UHFFFAOYSA-N,amide,*c1ccc(N)cc1Cl,412.83
GLUE0788,Nc1ccc(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c(Cl)c1,BJRMMGPESIYUKF-UHFFFAOYSA-N,sulfonamide,*c1ccc(N)cc1Cl,448.89
GLUE0789,Nc1ccc(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c(Cl)c1,WHNREANSGBABLL-UHFFFAOYSA-N,acetamide,*c1ccc(N)cc1Cl,426.86
GLUE0790,Nc1ccc(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c(Cl)c1,IRVMBUCLUASGCX-UHFFFAOYSA-N,urea,*c1ccc(N)cc1Cl,427.85
GLUE0791,Nc1ccc(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c(Cl)c1,SMCFGGUJGXZEOJ-UHFFFAOYSA-N,carbamate,*c1ccc(N)cc1Cl,428.83
GLUE0792,Nc1nc([O-])c2ncn(C(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)c2n1,VSPQVELMKYEMQG-UHFFFAOYSA-M,amide,*n1cnc2c([O-])nc(N)nc21,435.38
GLUE0793,Nc1nc([O-])c2ncn(S(=O)(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)c2n1,LJDPVRFUQSSJLT-UHFFFAOYSA-M,sulfonamide,*n1cnc2c([O-])nc(N)nc21,471.44
GLUE0794,Nc1nc([O-])c2ncn(CC(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)c2n1,ZXBGXCWVRGHXCL-UHFFFAOYSA-M,acetamide,*n1cnc2c([O-])nc(N)nc21,449.41
GLUE0795,Nc1nc([O-])c2ncn(NC(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)c2n1,UTLXJQWIDYJPGY-UHFFFAOYSA-M,urea,*n1cnc2c([O-])nc(N)nc21,450.4
GLUE0796,Nc1nc([O-])c2ncn(OC(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)c2n1,RLDFHADOIVUYHT-UHFFFAOYSA-M,carbamate,*n1cnc2c([O-])nc(N)nc21,451.38
GLUE0797,N#Cc1ccccc1C(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,VNWRXDOPFIWDKV-UHFFFAOYSA-N,amide,*c1ccccc1C#N,388.38
GLUE0798,N#Cc1ccccc1S(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,BLCFNJLOIIZCNU-UHFFFAOYSA-N,sulfonamide,*c1ccccc1C#N,424.44
GLUE0799,N#Cc1ccccc1CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,MUFIOGNHOBAJOO-UHFFFAOYSA-N,acetamide,*c1ccccc1C#N,402.41
GLUE0800,N#Cc1ccccc1NC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,UBPMARUHDWIMBA-UHFFFAOYSA-N,urea,*c1ccccc1C#N,403.4
GLUE0801,N#Cc1ccccc1OC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,BWHNNYFCRJFCHT-UHFFFAOYSA-N,carbamate,*c1ccccc1C#N,404.38
GLUE0802,O=C1CCC(N2Cc3cccc(NC(=O)[C@H]4CCCCN4)c3C2=O)C(=O)N1,MXXRHAFJNPIFFX-KWCCSABGSA-N,amide,*[C@H]1CCCCN1,370.41
GLUE0803,O=C1CCC(N2Cc3cccc(NS(=O)(=O)[C@H]4CCCCN4)c3C2=O)C(=O)N1,QJDWDUSQVZMPBN-WUJWULDRSA-N,sulfonamide,*[C@H]1CCCCN1,406.46
GLUE0804,O=C1CCC(N2Cc3cccc(NC(=O)C[C@H]4CCCCN4)c3C2=O)C(=O)N1,MJXNXDNJULPUIM-AFYYWNPRSA-N,acetamide,*[C@H]1CCCCN1,384.44
GLUE0805,O=C1CCC(N2Cc3cccc(NC(=O)N[C@H]4CCCCN4)c3C2=O)C(=O)N1,AIBSFMBUSCXYJP-KZUDCZAMSA-N,urea,*[C@H]1CCCCN1,385.42
GLUE0806,O=C1CCC(N2Cc3cccc(NC(=O)O[C@H]4CCCCN4)c3C2=O)C(=O)N1,PIUUVZWAWPJBOZ-WUJWULDRSA-N,carbamate,*[C@H]1CCCCN1,386.41
GLUE0807,Cc1ccc(S(=O)(=O)C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)cc1,FWVQXVKOFGQGIJ-UHFFFAOYSA-N,amide,*S(=O)(=O)c1ccc(C)cc1,441.47
GLUE0808,Cc1ccc(S(=O)(=O)S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)cc1,WXDPAXLUWGUHJR-UHFFFAOYSA-N,sulfonamide,*S(=O)(=O)c1ccc(C)cc1,477.52
GLUE0809,Cc1ccc(S(=O)(=O)CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)cc1,XZKCECKMUSFYGT-UHFFFAOYSA-N,acetamide,*S(=O)(=O)c1ccc(C)cc1,455.49
GLUE0810,Cc1ccc(S(=O)(=O)NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)cc1,FTJYWDIZENBCQK-UHFFFAOYSA-N,urea,*S(=O)(=O)c1ccc(C)cc1,456.48
GLUE0811,Cc1ccc(S(=O)(=O)OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)cc1,CBSQFGSFLGQILI-UHFFFAOYSA-N,carbamate,*S(=O)(=O)c1ccc(C)cc1,457.46
GLUE0812,C[C@H](CCC(=O)O)C(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,NJOLMVYCMBFSGV-VUUHIHSGSA-N,amide,*[C@H](C)CCC(=O)O,387.39
GLUE0813,C[C@H](CCC(=O)O)S(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,AXXVIATZQJNUOM-VUUHIHSGSA-N,sulfonamide,*[C@H](C)CCC(=O)O,423.45
GLUE0814,C[C@H](CCC(=O)O)CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,KCEBUXPNGLBSSC-YNODCEANSA-N,acetamide,*[C@H](C)CCC(=O)O,401.42
GLUE0815,C[C@H](CCC(=O)O)NC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,PGDGVVUKGFDCHN-VUUHIHSGSA-N,urea,*[C@H](C)CCC(=O)O,402.41
GLUE0816,C[C@H](CCC(=O)O)OC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,QKKMCDSAJTWPRR-VUUHIHSGSA-N,carbamate,*[C@H](C)CCC(=O)O,403.39
GLUE0817,O=C1CCC(N2Cc3cccc(NC(=O)c4ccc(F)c(Cl)c4)c3C2=O)C(=O)N1,IMDFCEPLCWQDNB-UHFFFAOYSA-N,amide,*c1ccc(F)c(Cl)c1,415.81
GLUE0818,O=C1CCC(N2Cc3cccc(NS(=O)(=O)c4ccc(F)c(Cl)c4)c3C2=O)C(=O)N1,PGKYINULLHEHJN-UHFFFAOYSA-N,sulfonamide,*c1ccc(F)c(Cl)c1,451.86
GLUE0819,O=C1CCC(N2Cc3cccc(NC(=O)Cc4ccc(F)c(Cl)c4)c3C2=O)C(=O)N1,CJNCPWQYQJGWLK-UHFFFAOYSA-N,acetamide,*c1ccc(F)c(Cl)c1,429.84
GLUE0820,O=C1CCC(N2Cc3cccc(NC(=O)Nc4ccc(F)c(Cl)c4)c3C2=O)C(=O)N1,ZARIHEAWTQHACT-UHFFFAOYSA-N,urea,*c1ccc(F)c(Cl)c1,430.82
GLUE0821,O=C1CCC(N2Cc3cccc(NC(=O)Oc4ccc(F)c(Cl)c4)c3C2=O)C(=O)N1,DQDTYZXJZORAQT-UHFFFAOYSA-N,carbamate,*c1ccc(F)c(Cl)c1,431.81
GLUE0822,Cc1ncc(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c(N)n1,AFTLBFHBPPEJRW-UHFFFAOYSA-N,amide,*c1cnc(C)nc1N,394.39
GLUE0823,Cc1ncc(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c(N)n1,AYYVEKDPXROSAU-UHFFFAOYSA-N,sulfonamide,*c1cnc(C)nc1N,430.45
GLUE0824,Cc1ncc(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c(N)n1,SVXZFHIUTDQJMQ-UHFFFAOYSA-N,acetamide,*c1cnc(C)nc1N,408.42
GLUE0825,Cc1ncc(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c(N)n1,YUGZCVIIMFUABK-UHFFFAOYSA-N,urea,*c1cnc(C)nc1N,409.41
GLUE0826,Cc1ncc(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c(N)n1,NZOHQHXIXCBCFB-UHFFFAOYSA-N,carbamate,*c1cnc(C)nc1N,410.39
GLUE0827,CC(C)CCS(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,SAQMPHRNQGWAJU-UHFFFAOYSA-N,sulfonamide,*CCC(C)C,393.47
GLUE0828,CC(C)CCCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,HFFRYFCJCBGRPI-UHFFFAOYSA-N,acetamide,*CCC(C)C,371.44
GLUE0829,CC(C)CCNC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,ARLPAZVIWZZFPW-UHFFFAOYSA-N,urea,*CCC(C)C,372.43
GLUE0830,CC(C)CCOC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,LXYDFIGVXINXRU-UHFFFAOYSA-N,carbamate,*CCC(C)C,373.41
GLUE0831,CC(O)CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,WUYRIAOCBXOWJO-UHFFFAOYSA-N,amide,*CC(C)O,345.36
GLUE0832,CC(O)CS(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,FAVDDJWCVAPRJI-UHFFFAOYSA-N,sulfonamide,*CC(C)O,381.41
GLUE0833,CC(O)CCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,UUABEGYNYSOJCJ-UHFFFAOYSA-N,acetamide,*CC(C)O,359.38
GLUE0834,CC(O)CNC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,WZUICFOUPLZDBL-UHFFFAOYSA-N,urea,*CC(C)O,360.37
GLUE0835,CC(O)COC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,LRUJONVZNWVMME-UHFFFAOYSA-N,carbamate,*CC(C)O,361.35
GLUE0836,O=C1CCC(N2Cc3cccc(NC(=O)O/N=C(\Cl)c4ccc[n+]([O-])c4)c3C2=O)C(=O)N1,CIRZLELQYYIRBS-ULJHMMPZSA-N,amide,*O/N=C(\Cl)c1ccc[n+]([O-])c1,457.83
GLUE0837,O=C1CCC(N2Cc3cccc(NS(=O)(=O)O/N=C(\Cl)c4ccc[n+]([O-])c4)c3C2=O)C(=O)N1,KBGWDEFHGUIXAX-XLNRJJMWSA-N,sulfonamide,*O/N=C(\Cl)c1ccc[n+]([O-])c1,493.89
GLUE0838,O=C1CCC(N2Cc3cccc(NC(=O)CO/N=C(\Cl)c4ccc[n+]([O-])c4)c3C2=O)C(=O)N1,KRAACPXNLFNXPH-PLRJNAJWSA-N,acetamide,*O/N=C(\Cl)c1ccc[n+]([O-])c1,471.86
GLUE0839,O=C1CCC(N2Cc3cccc(NC(=O)NO/N=C(\Cl)c4ccc[n+]([O-])c4)c3C2=O)C(=O)N1,JPVLYGNFFUEFHF-ULJHMMPZSA-N,urea,*O/N=C(\Cl)c1ccc[n+]([O-])c1,472.85
GLUE0840,O=C1CCC(N2Cc3cccc(NC(=O)OO/N=C(\Cl)c4ccc[n+]([O-])c4)c3C2=O)C(=O)N1,BZSUCRZPKNZKNJ-ULJHMMPZSA-N,carbamate,*O/N=C(\Cl)c1ccc[n+]([O-])c1,473.83
GLUE0841,CN1CCC[C@@H]1C(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,BZPCYPGQXWPMEX-KWCCSABGSA-N,amide,*[C@H]1CCCN1C,370.41
GLUE0842,CN1CCC[C@@H]1S(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,NCQSUMNLROCSHV-WUJWULDRSA-N,sulfonamide,*[C@H]1CCCN1C,406.46
GLUE0843,CN1CCC[C@@H]1CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,AKWMUSOJRKSJKK-AFYYWNPRSA-N,acetamide,*[C@H]1CCCN1C,384.44
GLUE0844,CN1CCC[C@@H]1NC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,JSSFRXJQRDLOBT-ARLHGKGLSA-N,urea,*[C@H]1CCCN1C,385.42
GLUE0845,CN1CCC[C@@H]1OC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,AJRRMPUPABLRFF-WUJWULDRSA-N,carbamate,*[C@H]1CCCN1C,386.41
GLUE0846,O=C1CCC(N2Cc3cccc(NC(=O)n4ccnc4)c3C2=O)C(=O)N1,NALDMBQWAZOXCW-UHFFFAOYSA-N,amide,*n1ccnc1,353.34
GLUE0847,O=C1CCC(N2Cc3cccc(NS(=O)(=O)n4ccnc4)c3C2=O)C(=O)N1,LTRNCDKAGXKYJJ-UHFFFAOYSA-N,sulfonamide,*n1ccnc1,389.39
GLUE0848,O=C1CCC(N2Cc3cccc(NC(=O)Cn4ccnc4)c3C2=O)C(=O)N1,QACZZYTUIJRRTQ-UHFFFAOYSA-N,acetamide,*n1ccnc1,367.37
GLUE0849,O=C1CCC(N2Cc3cccc(NC(=O)Nn4ccnc4)c3C2=O)C(=O)N1,KZGJOHNTARWRRF-UHFFFAOYSA-N,urea,*n1ccnc1,368.35
GLUE0850,O=C1CCC(N2Cc3cccc(NC(=O)On4ccnc4)c3C2=O)C(=O)N1,NSNJSACDWIZSDM-UHFFFAOYSA-N,carbamate,*n1ccnc1,369.34
GLUE0851,CC(C)(C)[C@@](C)(O)C(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,WBEOYBNBSTZQEI-JDOQCHFPSA-N,amide,*[C@](C)(O)C(C)(C)C,387.44
GLUE0852,CC(C)(C)[C@@](C)(O)S(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,KBWWPIBYCOZIEB-YFKXAPIDSA-N,sulfonamide,*[C@](C)(O)C(C)(C)C,423.49
GLUE0853,CC(C)(C)[C@@](C)(O)CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,QCMVHJWZCZHNOZ-YNNZGITBSA-N,acetamide,*[C@](C)(O)C(C)(C)C,401.46
GLUE0854,CC(C)(C)[C@@](C)(O)NC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,RWZFSTHANKHYDY-LCNBYPMKSA-N,urea,*[C@](C)(O)C(C)(C)C,402.45
GLUE0855,CC(C)(C)[C@@](C)(O)OC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,HOBWZRRXZZXSQK-JDOQCHFPSA-N,carbamate,*[C@](C)(O)C(C)(C)C,403.44
GLUE0856,CCCCCS(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,FUDDQGHWIOQLCZ-UHFFFAOYSA-N,sulfonamide,*CCCCC,393.47
GLUE0857,CCCCCNC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,BHTRKVJGTFRLID-UHFFFAOYSA-N,urea,*CCCCC,372.43
GLUE0858,CCCCCOC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,CKHIZYUSUZNILC-UHFFFAOYSA-N,carbamate,*CCCCC,373.41
GLUE0859,C[N+]1(C)CCC(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C1,XHCYUAWPFYDQKE-UHFFFAOYSA-O,amide,*C1CC[N+](C)(C)C1,385.44
GLUE0860,C[N+]1(C)CCC(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C1,KCQNNTBGFHYSFO-UHFFFAOYSA-O,sulfonamide,*C1CC[N+](C)(C)C1,421.5
GLUE0861,C[N+]1(C)CCC(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C1,UUGSHOILFVLPSF-UHFFFAOYSA-O,acetamide,*C1CC[N+](C)(C)C1,399.47
GLUE0862,C[N+]1(C)CCC(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C1,POGAXQYGSDPUBU-UHFFFAOYSA-O,urea,*C1CC[N+](C)(C)C1,400.46
GLUE0863,C[N+]1(C)CCC(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C1,VUHLXTLMCZOCRY-UHFFFAOYSA-O,carbamate,*C1CC[N+](C)(C)C1,401.44
GLUE0864,O=C1CCC(N2Cc3cccc(NC(=O)c4c(O)c5ccccc5oc4=O)c3C2=O)C(=O)N1,RXZQNPDKMPLCLL-UHFFFAOYSA-N,amide,*c1c(O)c2ccccc2oc1=O,447.4
GLUE0865,O=C1CCC(N2Cc3cccc(NS(=O)(=O)c4c(O)c5ccccc5oc4=O)c3C2=O)C(=O)N1,STAQPWBHTWGOKC-UHFFFAOYSA-N,sulfonamide,*c1c(O)c2ccccc2oc1=O,483.46
GLUE0866,O=C1CCC(N2Cc3cccc(NC(=O)Cc4c(O)c5ccccc5oc4=O)c3C2=O)C(=O)N1,NELJRMTUCRPUIH-UHFFFAOYSA-N,acetamide,*c1c(O)c2ccccc2oc1=O,461.43
GLUE0867,O=C1CCC(N2Cc3cccc(NC(=O)Nc4c(O)c5ccccc5oc4=O)c3C2=O)C(=O)N1,JHOQXICUNQBXEE-UHFFFAOYSA-N,urea,*c1c(O)c2ccccc2oc1=O,462.42
GLUE0868,O=C1CCC(N2Cc3cccc(NC(=O)Oc4c(O)c5ccccc5oc4=O)c3C2=O)C(=O)N1,HSLVXYXFGZGKLA-UHFFFAOYSA-N,carbamate,*c1c(O)c2ccccc2oc1=O,463.4
GLUE0869,CC(C)(C)CS(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,SMTKXXQCSMOVII-UHFFFAOYSA-N,sulfonamide,*CC(C)(C)C,393.47
GLUE0870,CC(C)(C)CCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,RYTQLMIGYNFGMS-UHFFFAOYSA-N,acetamide,*CC(C)(C)C,371.44
GLUE0871,CC(C)(C)CNC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,NEUDLSYGUGEVDK-UHFFFAOYSA-N,urea,*CC(C)(C)C,372.43
GLUE0872,CC(C)(C)COC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,JZXFEIFFQOEAPZ-UHFFFAOYSA-N,carbamate,*CC(C)(C)C,373.41
GLUE0873,NNCCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,OILDZZCVUSEYKN-UHFFFAOYSA-N,amide,*CCNN,345.36
GLUE0874,NNCCS(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,DIODSHSXVDEGSS-UHFFFAOYSA-N,sulfonamide,*CCNN,381.41
GLUE0875,NNCCCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,GBCGJABFGHGFHH-UHFFFAOYSA-N,acetamide,*CCNN,359.39
GLUE0876,NNCCNC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,LPCYLNAFCUTIFR-UHFFFAOYSA-N,urea,*CCNN,360.37
GLUE0877,NNCCOC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,XPFMTCWGTGSFAH-UHFFFAOYSA-N,carbamate,*CCNN,361.36
GLUE0878,CCCCCCCCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,LDWFSCKYSBFTKR-UHFFFAOYSA-N,amide,*CCCCCCCC,399.49
GLUE0879,CCCCCCCCS(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,YZYFTLVBROZODG-UHFFFAOYSA-N,sulfonamide,*CCCCCCCC,435.55
GLUE0880,CCCCCCCCCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,WSCGOKGNLNEGKU-UHFFFAOYSA-N,acetamide,*CCCCCCCC,413.52
GLUE0881,CCCCCCCCNC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,YDWRETGZJAGIMH-UHFFFAOYSA-N,urea,*CCCCCCCC,414.51
GLUE0882,CCCCCCCCOC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,RZRBPJSGGDMJJO-UHFFFAOYSA-N,carbamate,*CCCCCCCC,415.49
GLUE0883,O=C1CCC(N2Cc3cccc(NC(=O)OS(=O)(=O)[O-])c3C2=O)C(=O)N1,QHQJNPYNKAOYGN-UHFFFAOYSA-M,amide,*OS(=O)(=O)[O-],382.33
GLUE0884,O=C1CCC(N2Cc3cccc(NS(=O)(=O)OS(=O)(=O)[O-])c3C2=O)C(=O)N1,HODUSYQWYMIRSC-UHFFFAOYSA-M,sulfonamide,*OS(=O)(=O)[O-],418.39
